nc101_code	D2_01	D2_02	D2_03	W12_01	W12_02	W12_03	w20_01	w20_02	w20_03	w20_04	w20_05
NC101_01705	0	2	0	0	5	4	0	0	6	6	13
NC101_01706	4	0	0	2	23	11	14	5	19	2	21
NC101_01707	2	4	1	0	31	6	11	7	16	11	20
NC101_01708	5	0	1	7	29	12	17	8	21	21	93
NC101_01709	2	0	0	0	8	0	2	2	10	3	13
NC101_01710	1	2	0	4	21	6	11	9	21	16	48
NC101_01711	22	1	3	20	77	32	57	17	81	63	181
NC101_01712	7	0	0	5	16	3	21	11	31	29	59
NC101_01713	4	2	0	1	39	13	20	9	18	23	55
NC101_01714	3	3	0	0	12	6	30	15	22	27	181
NC101_01716	60	22	6	57	222	71	214	90	306	235	69
NC101_01717	4	2	0	4	49	9	91	37	142	107	34
NC101_01718	31	7	2	22	78	30	109	43	179	168	43
NC101_01719	19	6	3	20	76	15	84	61	130	121	54
NC101_01720	64	27	8	70	304	88	2577	867	2405	1938	150
NC101_01721	130	30	8	71	130	79	129	99	252	136	39
NC101_01722	384	122	33	235	544	347	274	183	580	453	27
NC101_01723	127	70	3	61	134	67	86	43	114	76	5
NC101_01724	20	2	2	17	34	7	25	17	36	58	17
NC101_01725	10926	659	1124	3096	7605	4777	1511	1123	2817	2762	2385
NC101_01726	34	11	6	23	128	29	194	118	251	246	71
NC101_01727	93	11	7	53	232	80	293	143	429	378	134
NC101_01728	427	110	49	166	755	262	1127	656	1606	1404	241
NC101_01729	109	26	21	51	133	53	265	231	658	446	202
NC101_01730	66	16	10	25	113	71	98	62	165	170	160
NC101_01731	36	3	6	15	79	26	123	59	177	187	197
NC101_01732	53	13	7	73	138	81	44	54	131	117	45
NC101_01733	31	18	5	57	268	90	194	106	293	213	111
NC101_01734	24	3	3	48	172	56	166	88	267	212	213
NC101_01735	11	2	0	9	52	18	96	64	158	165	36
NC101_01736	459	139	37	83	484	171	1547	717	1615	1536	179
NC101_01737	302	105	28	45	640	116	2601	1075	2771	2618	284
NC101_01738	227	61	14	77	514	107	1930	802	1781	1796	204
NC101_01739	218	66	25	83	478	147	1616	729	1594	1527	191
NC101_01740	305	77	36	168	581	293	855	496	1238	1354	263
NC101_01741	33	6	1	26	122	28	152	79	241	189	112
NC101_01742	26	15	0	19	221	35	306	143	345	345	163
NC101_01743	766	130	64	198	922	278	500	253	908	690	135
NC101_01744	76	17	13	49	223	87	167	93	302	265	102
NC101_01745	146	60	15	65	188	104	325	190	399	356	485
NC101_01746	514	106	62	188	658	299	784	425	1083	843	142
NC101_01747	26	14	7	27	141	31	127	75	158	165	77
NC101_01748	54	14	4	16	169	60	158	85	245	238	71
NC101_01749	79	14	15	80	276	112	362	247	529	474	181
NC101_01750	4	2	3	6	28	12	44	54	346	203	365
NC101_01751	4	4	2	10	28	9	37	29	183	180	296
NC101_01752	8	8	3	11	52	16	50	57	375	256	382
NC101_01753	8	7	0	2	53	17	68	59	698	375	468
NC101_01754	2	1	0	2	12	6	18	14	121	120	952
NC101_01755	22	7	0	18	87	20	35	13	149	91	606
NC101_01756	159	46	45	117	595	161	120	63	275	312	389
NC101_01757	50	9	9	44	136	58	57	33	125	119	127
NC101_01758	0	0	1	0	10	10	1	12	50	38	169
NC101_01759	12	6	2	2	19	5	21	13	55	50	547
NC101_01760	5	0	0	1	29	13	40	4	13	37	457
NC101_01761	68	31	8	37	73	61	124	53	113	78	82
NC101_01762	235	112	37	127	801	154	578	108	782	831	402
NC101_01763	57	8	4	33	113	53	39	29	58	48	172
NC101_01764	42	10	3	36	33	28	25	20	69	23	63
NC101_01765	4	3	2	19	0	6	21	10	27	14	117
NC101_01766	0	0	0	0	0	3	11	7	10	13	49
NC101_01767	15	0	8	24	36	27	62	44	100	104	540
NC101_01768	9	4	6	7	6	4	11	9	19	31	418
NC101_01769	74	15	26	2	4	6	621	215	315	1122	5504
NC101_01770	29	3	4	0	7	2	157	49	79	343	2124
NC101_01771	80	6	19	15	39	15	574	197	332	1298	5616
NC101_01772	9	17	3	28	49	39	50	33	106	92	2711
NC101_01773	48	5	10	40	180	100	420	249	551	488	1703
NC101_01774	8	1	2	12	33	10	102	30	125	121	897
NC101_01775	96	35	9	27	111	58	313	136	384	529	1534
NC101_01776	15	14	1	16	49	13	139	73	219	219	157
NC101_01777	33	5	1	10	36	23	67	36	99	146	119
NC101_01778	4	5	0	8	9	5	23	7	15	16	26
NC101_01779	37	6	3	11	43	18	50	23	62	51	65
NC101_01780	210	55	29	92	389	95	202	118	422	303	76
NC101_01781	478	218	58	314	1216	493	555	377	958	846	411
NC101_01782	32	10	4	40	153	67	78	58	118	102	92
NC101_01783	8	6	0	16	120	35	94	51	148	130	95
NC101_01787	676	236	110	529	1068	596	755	560	1825	1236	86
NC101_01788	427	101	59	180	1643	271	2250	1212	3087	2624	522
NC101_01789	21	7	1	15	65	16	73	33	106	64	68
NC101_01790	292	75	28	72	436	171	686	404	1000	933	191
NC101_01791	30	10	0	5	123	30	103	40	173	148	34
NC101_01792	7	4	4	5	48	7	91	39	142	98	54
NC101_01793	12	0	2	1	27	3	5	1	11	15	21
NC101_01794	12	0	0	6	24	4	8	8	9	6	27
NC101_01795	0	2	0	0	8	2	0	1	3	2	5
NC101_01796	31	3	4	10	42	21	18	1	26	22	26
NC101_01797	3	6	0	0	24	8	8	9	17	5	13
NC101_01798	76	13	5	23	171	45	54	42	111	75	61
NC101_01799	48	4	4	21	96	32	24	32	78	74	38
NC101_01800	42	2	4	6	54	42	28	13	60	44	50
NC101_01801	13	0	0	9	18	10	20	9	32	13	70
NC101_01802	4	1	0	13	34	6	23	4	26	10	31
NC101_01803	187	18	36	53	506	128	127	57	128	112	47
NC101_01804	9	3	0	8	362	47	27	18	32	34	20
NC101_01805	57	7	6	22	127	20	167	90	258	205	46
NC101_01806	81	21	8	13	79	56	47	32	72	47	45
NC101_01807	34	20	3	17	112	44	61	40	76	74	73
NC101_01808	44	11	8	35	246	56	41	35	80	50	13
NC101_01809	6	0	1	1	79	15	4	4	10	11	12
NC101_01810	15	0	0	3	185	16	12	12	10	14	12
NC101_01811	4	0	0	2	150	8	4	10	4	1	18
NC101_01812	10	2	0	6	447	28	10	36	26	14	50
NC101_01813	9	2	4	4	179	19	7	6	30	13	20
NC101_01814	23	0	0	3	336	47	16	18	26	31	62
NC101_01815	7	0	0	0	270	10	1	6	8	1	30
NC101_01816	9	2	0	4	351	26	7	8	3	9	30
NC101_01817	102	14	17	48	163	102	127	71	105	107	33
NC101_01818	253	60	29	87	330	193	229	130	164	285	36
NC101_01819	22	8	3	12	80	25	46	20	35	44	16
NC101_01820	86	13	7	62	365	143	210	120	141	209	35
NC101_01821	164	41	16	76	306	131	237	104	217	166	46
NC101_01822	45	26	4	35	327	73	148	79	134	173	115
NC101_01823	240	86	19	79	607	332	192	119	712	415	51
NC101_01824	20	7	6	12	50	28	35	22	69	55	37
NC101_01825	39	22	5	15	159	39	247	115	400	295	61
NC101_01826	4	2	0	2	8	10	26	13	15	12	31
NC101_01827	171	53	23	114	192	135	264	156	416	226	40
NC101_01828	25	14	1	6	73	13	61	7	38	15	14
NC101_01829	34	19	7	4	95	29	86	19	59	47	25
NC101_01830	22	10	0	4	58	15	49	8	45	17	10
NC101_01831	22	8	0	10	77	27	82	25	77	46	13
NC101_01832	6	2	2	5	44	21	38	7	48	18	28
NC101_01833	0	2	0	1	6	2	6	2	6	11	11
NC101_01834	34	1	3	11	30	12	36	24	40	63	17
NC101_01835	742	283	72	200	1129	390	1768	1071	2449	2660	348
NC101_01836	570	287	88	229	1283	456	2317	1437	3240	3091	557
NC101_01837	41	11	2	28	148	47	150	105	237	195	54
NC101_01838	25	21	4	18	154	38	128	99	201	160	28
NC101_01839	64	22	15	45	254	79	315	182	427	308	61
NC101_01840	6	7	2	11	59	19	50	30	53	85	6
NC101_01841	25	4	1	2	62	15	83	53	110	129	25
NC101_01842	42	17	10	38	212	69	248	117	366	310	39
NC101_01843	28	12	2	8	42	9	55	37	97	79	5
NC101_01844	4	3	2	6	16	6	15	9	15	16	12
NC101_01845	5	3	1	8	41	27	34	8	29	40	28
NC101_01846	1	0	0	0	2	4	15	0	7	15	4
NC101_01847	38	16	7	17	249	59	78	41	132	139	23
NC101_01848	812	304	98	317	526	400	662	280	828	530	88
NC101_01849	35	2	2	18	16	19	61	35	46	53	12
NC101_01850	4	0	2	1	16	6	40	27	30	31	23
NC101_01851	13	2	0	1	10	4	39	23	32	37	12
NC101_01852	10	2	0	5	19	10	66	21	78	47	7
NC101_01853	33	12	4	16	95	34	72	51	122	94	7
NC101_01854	1	4	0	2	9	10	8	6	12	8	0
NC101_01855	0	0	0	0	6	1	0	0	1	3	0
NC101_01856	1	6	0	2	10	4	7	7	25	12	11
NC101_01857	7	1	0	2	10	3	5	7	21	10	2
NC101_01858	7	1	0	4	4	4	7	5	13	9	0
NC101_01859	4	0	0	2	7	4	6	2	16	5	0
NC101_01860	0	1	0	0	13	0	12	0	7	12	10
NC101_01861	0	1	0	0	14	0	4	0	3	4	2
NC101_01862	0	4	2	1	6	4	12	6	10	9	10
NC101_01863	19	2	5	6	31	19	16	14	60	26	21
NC101_01864	12	0	0	4	153	12	43	21	26	20	37
NC101_01865	235	20	36	117	4843	141	986	349	417	307	698
NC101_01866	94	24	7	36	2573	60	422	123	185	159	387
NC101_01867	165	26	18	29	2185	72	320	92	166	98	244
NC101_01868	31	12	4	26	601	45	210	76	212	188	200
NC101_01869	42	30	0	56	261	59	180	106	301	319	81
NC101_01870	0	0	0	0	1	0	0	0	1	0	3
NC101_01871	2	0	0	2	17	3	2	4	11	16	46
NC101_01872	931	221	88	503	4202	863	1938	1166	2830	2735	627
NC101_01873	402	116	50	278	1481	479	1298	606	1510	1592	526
NC101_01874	153	45	24	227	411	244	253	181	433	357	186
NC101_01875	19	4	0	10	64	25	64	49	83	91	66
NC101_01876	20	6	6	13	76	24	58	47	137	96	33
NC101_01877	195	54	25	100	818	181	754	479	992	980	176
NC101_01878	83	33	15	74	322	141	356	201	510	426	72
NC101_01879	70	16	20	55	359	105	442	188	469	439	94
NC101_01880	111	13	1	49	202	77	45	64	130	170	7
NC101_01881	45	11	8	8	44	27	46	31	100	81	8
NC101_01882	35	2	3	0	30	19	61	42	135	153	16
NC101_01883	0	2	0	4	17	4	29	17	31	24	0
NC101_01884	5	1	0	8	14	7	41	21	72	71	2
NC101_01885	12	3	2	10	41	13	46	12	56	49	3
NC101_01886	33	6	4	18	141	55	136	80	214	198	23
NC101_01887	30	6	3	16	93	23	104	89	206	195	30
NC101_01888	487	112	86	334	881	620	938	860	1830	1463	154
NC101_01889	228	78	14	79	259	99	1112	381	1522	947	122
NC101_01890	33	16	0	17	109	38	481	166	568	428	95
NC101_01891	49	11	5	31	105	42	123	53	157	115	72
NC101_01892	1021	84	94	87	764	634	224	170	437	320	116
NC101_01893	178	28	25	22	257	182	116	78	202	93	67
NC101_01894	58	28	5	34	180	81	150	73	103	87	164
NC101_01895	433	32	14	45	265	117	214	89	231	157	225
NC101_01896	222	23	15	32	174	79	158	66	128	117	239
NC101_01897	259	18	6	30	94	83	67	11	83	49	66
NC101_01898	85	21	14	28	134	28	192	66	220	116	515
NC101_01899	46	17	4	25	126	47	114	80	198	189	742
NC101_01900	8	4	2	2	26	10	24	15	29	20	144
NC101_01901	87	31	1	37	154	57	115	80	224	254	1449
NC101_01902	179	72	17	86	253	91	565	103	380	823	818
NC101_01903	74	26	7	64	189	90	218	83	328	267	111
NC101_01904	49	11	8	15	69	54	56	37	95	81	31
NC101_01905	34	1	1	11	80	31	108	65	180	217	76
NC101_01906	95	38	13	35	137	52	273	106	380	294	69
NC101_01907	0	0	0	2	3	0	1	0	5	0	24
NC101_01908	4	0	0	5	21	12	17	4	34	12	19
NC101_01909	0	0	0	0	5	0	7	0	1	5	17
NC101_01910	1	0	0	0	2	0	2	0	1	0	0
NC101_01911	3	0	0	0	5	2	4	0	6	8	36
NC101_01912	6	2	0	8	10	7	8	2	9	13	11
NC101_01913	1	0	0	2	4	2	11	0	7	3	29
NC101_01914	4	3	0	6	22	11	22	14	32	18	50
NC101_01915	72	27	15	68	287	137	248	158	456	354	132
NC101_01916	17	3	1	10	82	25	87	56	154	140	89
NC101_01917	4	0	0	4	26	9	30	15	25	51	58
NC101_01918	0	0	0	0	1	0	0	0	7	0	22
NC101_01919	0	0	0	2	9	2	5	5	10	12	76
NC101_01920	10	2	5	4	29	20	32	22	65	50	62
NC101_01921	0	0	0	0	1	0	10	9	9	5	14
NC101_01922	4	4	2	4	17	7	23	14	34	26	89
NC101_01923	6	0	0	7	28	11	11	6	29	13	77
NC101_01924	13	6	0	23	30	15	10	15	34	23	18
NC101_01925	2	0	0	0	3	1	0	5	1	7	12
NC101_01926	1	0	0	0	0	0	2	2	2	2	3
NC101_01927	7	5	2	6	41	15	33	8	36	12	38
NC101_01928	6	0	0	4	10	1	2	4	20	12	34
NC101_01929	0	0	0	0	2	0	2	2	2	1	22
NC101_01930	0	3	0	0	0	2	0	4	6	0	54
NC101_01931	0	2	0	0	5	2	3	8	7	10	13
NC101_01932	0	0	0	0	0	0	0	0	4	4	9
NC101_01933	10	9	2	13	112	27	277	157	359	325	113
NC101_01934	27	19	6	32	81	59	350	547	758	698	82
NC101_01935	34	13	5	32	159	44	221	197	360	368	122
NC101_01936	49	11	6	33	277	65	429	210	443	587	185
NC101_01937	55	25	5	41	254	85	384	198	520	496	153
NC101_01938	76	30	8	46	320	105	278	183	385	358	126
NC101_01939	5	0	0	5	8	5	15	2	25	11	14
NC101_01940	4	0	4	8	12	13	9	3	15	6	13
NC101_01941	7	2	2	8	6	12	13	5	14	9	2
NC101_01942	9	0	0	1	15	11	17	5	27	11	5
NC101_01943	18	9	2	23	103	44	316	131	363	407	191
NC101_01944	83	14	5	22	111	35	290	143	316	363	192
NC101_01945	69	13	14	62	450	154	495	287	674	763	437
NC101_01946	135	20	16	111	367	236	474	318	740	619	194
NC101_01947	0	0	0	5	2	0	2	6	6	2	3
NC101_01948	14	2	0	6	49	21	34	17	71	72	40
NC101_01949	37	9	3	22	85	22	100	55	145	125	39
NC101_01950	353	65	54	142	444	184	347	233	601	362	27
NC101_01951	98	25	9	68	299	96	273	209	900	609	105
NC101_01952	85	25	6	34	137	43	101	56	285	188	61
NC101_01953	68	10	4	49	203	40	225	128	451	368	111
NC101_01954	62	17	15	51	253	118	254	204	457	392	72
NC101_01955	20	7	4	14	42	23	249	168	172	223	105
NC101_01956	14	2	0	13	55	24	38	16	63	31	51
NC101_01957	29	2	6	7	66	21	64	34	76	79	51
NC101_01958	47	18	3	19	56	15	35	47	60	29	28
NC101_01959	22	5	2	14	73	46	12	11	26	26	23
NC101_01960	49	23	6	27	83	60	37	22	87	50	11
NC101_01961	32	8	1	28	74	35	20	26	84	45	34
NC101_01962	70	19	10	35	177	118	335	140	621	364	18
NC101_01963	26	5	2	22	108	20	189	81	200	189	59
NC101_01964	19	10	2	15	155	49	76	76	244	155	77
NC101_01965	7	2	2	3	38	4	20	12	44	32	95
NC101_01966	8	2	2	18	25	26	23	10	30	33	155
NC101_01967	0	2	0	0	0	0	2	0	2	2	15
NC101_01968	12	0	2	6	12	4	28	21	42	37	381
NC101_01969	2	2	1	2	3	2	15	10	8	9	181
NC101_01970	0	0	0	0	0	0	2	0	0	2	14
NC101_01971	0	0	0	0	2	0	0	1	2	0	37
NC101_01972	2	2	0	1	7	4	10	6	10	9	50
NC101_01973	0	0	0	1	0	0	3	0	0	0	28
NC101_01974	0	0	0	0	0	0	0	0	0	0	15
NC101_01975	0	0	0	0	0	0	0	0	0	1	21
NC101_01976	0	0	0	0	4	2	4	0	5	4	92
NC101_01977	0	0	0	2	0	0	0	0	0	4	44
NC101_01978	0	0	0	0	0	0	0	0	0	0	55
NC101_01979	30	10	0	23	67	15	55	43	210	81	30
NC101_01980	114	52	14	80	213	64	282	92	327	250	102
NC101_01982	21	16	17	32	243	49	249	111	343	256	61
NC101_01983	1197	311	180	423	1134	695	721	454	666	704	88
NC101_01984	311	66	30	98	263	171	213	161	200	290	32
NC101_01985	292	53	25	67	242	161	130	93	182	147	16
NC101_01986	647	101	95	239	779	458	580	493	762	721	97
NC101_01987	1752	309	398	757	1016	1129	816	416	584	971	72
NC101_01988	897	163	188	431	699	809	900	440	515	884	51
NC101_01989	2343	268	298	611	765	1171	992	478	763	1267	35
NC101_01990	336	59	22	200	364	372	375	226	266	389	34
NC101_01991	360	81	53	155	316	336	467	206	343	509	38
NC101_01992	3640	647	376	655	718	823	437	366	534	666	21
NC101_01993	697	136	92	163	291	302	152	150	195	194	22
NC101_01994	37	2	4	26	107	63	50	52	67	82	36
NC101_01995	2634	361	348	685	1099	1128	916	595	789	1429	55
NC101_01996	1580	175	181	289	399	434	582	304	383	612	37
NC101_01997	916	113	104	147	256	267	375	149	283	430	27
NC101_01998	3979	512	477	734	915	1050	1595	556	1192	1407	66
NC101_01999	312	46	48	136	149	169	259	103	212	252	14
NC101_02000	428	70	48	140	209	274	369	110	234	314	19
NC101_02001	471	73	37	104	156	260	305	81	250	263	15
NC101_02002	153	34	24	35	38	54	45	11	36	37	10
NC101_02003	1282	222	183	229	176	337	101	59	70	61	31
NC101_02004	1248	185	187	362	251	473	250	190	210	268	51
NC101_02005	48	3	3	18	12	13	3	7	0	12	12
NC101_02006	126	42	19	135	158	205	56	59	162	104	61
NC101_02007	132	26	7	51	447	114	807	423	999	1012	392
NC101_02008	36	10	7	16	204	25	431	175	433	438	229
NC101_02009	32	23	3	35	151	30	213	122	277	275	355
NC101_02010	77	20	6	61	163	89	243	143	294	259	297
NC101_02011	156	45	12	111	232	140	185	108	310	240	302
NC101_02012	79	20	13	46	131	100	200	87	388	238	126
NC101_02013	36	11	8	47	141	64	238	119	338	312	121
NC101_02014	126	29	46	128	268	188	450	310	765	614	148
NC101_02015	322	59	28	96	327	172	210	101	342	326	171
NC101_02016	29	4	1	25	99	40	148	138	240	203	94
NC101_02017	80	14	14	40	95	66	101	24	133	102	76
NC101_02018	247	54	26	65	338	148	342	176	500	401	182
NC101_02019	1203	142	159	580	1917	1158	4434	3331	6382	6026	322
NC101_02020	695	43	87	258	622	412	1247	818	2109	1486	29
NC101_02021	834	113	155	437	895	748	2179	1566	3462	2712	102
NC101_02022	39	17	2	24	249	65	223	138	358	404	217
NC101_02023	48	20	8	25	187	78	198	117	307	258	155
NC101_02024	168	28	18	83	411	131	466	274	711	801	223
NC101_02025	91	24	10	48	226	78	266	151	366	410	173
NC101_02026	487	158	108	355	1057	603	871	682	1539	1143	94
NC101_02027	34	24	6	37	212	108	145	104	312	267	173
NC101_02028	214	50	26	51	143	110	256	278	648	437	49
NC101_02029	156	36	19	51	427	94	301	114	506	361	28
NC101_02030	11	1	3	7	7	12	7	0	15	4	5
NC101_02031	176	21	24	52	121	104	205	124	424	270	28
NC101_02032	16	3	0	18	48	14	13	12	59	42	27
NC101_02033	10	7	3	6	68	20	55	29	60	61	41
NC101_02034	271	71	38	91	622	189	296	149	511	444	60
NC101_02035	148	39	16	81	291	155	167	78	293	226	12
NC101_02036	238	62	29	104	408	189	406	228	845	606	65
NC101_02037	454	89	40	178	1864	360	1120	825	2219	2360	547
NC101_02038	406	98	51	239	1588	391	884	620	1547	1534	582
NC101_02039	232	55	20	163	588	278	471	296	881	737	268
NC101_02040	2	0	1	1	17	2	13	10	13	14	8
NC101_02041	3	0	0	5	14	3	15	9	24	12	15
NC101_02042	11	6	0	0	13	5	8	0	12	27	28
NC101_02043	3	2	4	5	16	8	4	1	11	8	26
NC101_02044	22	2	2	7	37	28	16	19	59	29	40
NC101_02045	11	5	2	7	44	13	20	21	58	44	19
NC101_02046	25	11	2	25	102	44	93	60	147	103	21
NC101_02047	0	0	0	0	7	0	0	4	3	1	4
NC101_02048	3	2	0	0	17	6	2	4	9	7	21
NC101_02049	0	0	0	2	2	0	2	3	4	8	7
NC101_02050	0	0	0	0	0	0	2	2	0	4	11
NC101_02051	18	12	3	5	40	25	42	24	65	41	28
NC101_02052	321	72	52	96	1424	192	1516	727	1833	1879	86
NC101_02053	96	22	13	58	230	135	263	141	401	342	25
NC101_02054	26	6	2	20	160	35	195	95	330	275	24
NC101_02055	5	2	1	3	14	17	5	2	15	18	20
NC101_02056	162	87	25	71	469	98	577	319	770	804	117
NC101_02057	0	3	0	2	29	2	25	6	25	30	16
NC101_02058	56	21	17	18	717	65	398	105	347	384	41
NC101_02059	62	56	0	31	2224	125	58	50	127	160	69
NC101_02060	2	0	0	0	60	3	14	6	28	24	3
NC101_02061	10	6	0	8	45	23	35	12	28	33	9
NC101_02062	50	11	4	46	108	73	92	74	154	145	15
NC101_02063	95	27	14	54	212	79	181	131	428	330	58
NC101_02064	26	18	3	14	59	19	144	72	192	183	28
NC101_02065	7	8	0	3	51	15	105	76	102	130	12
NC101_02066	3	1	2	5	19	5	27	13	32	23	18
NC101_02067	20	9	1	10	76	31	147	69	162	173	10
NC101_02068	10	7	0	9	51	20	114	54	165	112	13
NC101_02069	4	0	0	1	25	4	54	22	38	67	8
NC101_02070	7	5	2	4	41	3	119	20	104	118	26
NC101_02071	10	2	2	5	56	18	190	59	154	165	25
NC101_02072	8	15	0	16	108	31	79	26	44	54	33
NC101_02073	5225	1030	589	827	3353	1409	3486	1491	2240	2557	285
NC101_02074	70	37	4	43	330	95	269	149	544	457	93
NC101_02075	83	16	10	59	418	113	205	95	345	267	23
NC101_02076	84	24	9	74	391	121	298	129	466	303	42
NC101_02077	28	5	4	19	103	54	133	47	201	205	23
NC101_02078	86	11	8	15	101	37	135	45	165	162	11
NC101_02079	22	1	4	11	78	24	97	41	96	144	45
NC101_02080	664	72	45	179	777	447	757	425	658	1092	107
NC101_02081	21	4	2	13	62	20	87	49	159	149	450
NC101_02082	117	63	7	109	143	177	166	132	277	240	610
NC101_02084	19	12	2	18	60	16	127	76	111	137	1047
NC101_02085	3	0	0	126	99	86	63	29	40	53	500
NC101_02086	23	8	15	915	397	379	76	90	74	102	1638
NC101_02087	16	11	12	45	98	16	175	85	170	191	342
NC101_02088	35	22	6	68	96	48	115	72	106	138	667
NC101_02089	8	1	0	3	8	4	17	6	12	23	261
NC101_02090	11	6	3	9	93	12	126	106	143	209	286
NC101_02091	1	2	0	0	1	0	3	2	0	1	83
NC101_02092	0	5	0	5	5	6	66	61	48	40	1603
NC101_02093	4	4	2	1	1	1	46	48	24	13	235
NC101_02094	362	45	34	35	113	18	2145	1913	2282	976	598
NC101_02095	27	9	8	11	51	9	402	293	464	161	263
NC101_02096	32	6	2	16	58	7	649	467	1054	286	396
NC101_02097	25	13	3	14	11	6	586	395	1080	286	427
NC101_02098	21	7	0	5	40	7	33	28	65	50	538
NC101_02099	10	12	0	22	95	27	135	118	161	203	554
NC101_02100	0	2	0	3	6	2	11	6	17	11	114
NC101_02101	7	3	0	19	46	15	55	41	103	76	30
NC101_02102	44	17	7	50	209	40	400	259	359	493	345
NC101_02103	14	11	2	24	68	15	99	57	76	88	47
NC101_02104	2	2	0	1	0	0	2	1	2	4	4
NC101_02105	0	0	0	0	0	0	2	2	0	2	62
NC101_02106	2	0	0	0	10	1	8	1	5	4	37
NC101_02107	7	7	0	5	19	6	6	3	16	4	57
NC101_02108	18	0	4	7	58	17	18	21	29	16	312
NC101_02109	4	0	2	3	42	4	9	10	13	12	181
NC101_02110	28	8	3	13	71	2	60	53	82	83	218
NC101_02111	18	1	2	16	73	10	61	45	69	89	175
NC101_02112	8	7	1	13	46	8	60	18	47	63	189
NC101_02113	4	2	0	8	11	0	18	8	28	37	474
NC101_02114	0	0	0	0	12	0	2	0	8	13	179
NC101_02115	31	29	11	70	127	44	74	38	104	84	164
NC101_02116	50	13	13	89	132	50	119	56	147	128	150
NC101_02117	11	8	2	5	65	3	31	22	50	56	66
NC101_02118	30	17	9	24	91	16	66	31	84	95	111
NC101_02119	24	5	7	19	53	5	34	19	50	49	183
NC101_02120	0	1	0	0	1	2	3	1	2	6	34
NC101_02121	16	2	3	10	33	2	31	25	50	43	328
NC101_02122	1	37	0	2	7	0	15	2	16	8	133
NC101_02123	4	5	0	0	2	0	7	1	7	4	6
NC101_02124	41	47	6	10	52	11	33	27	103	93	217
NC101_02125	20	8	2	25	99	34	71	36	74	84	104
NC101_02126	7	6	0	7	83	5	17	14	19	29	89
NC101_02127	27	10	0	29	118	18	95	66	98	84	67
NC101_02128	351	133	33	156	897	135	1028	601	877	808	501
NC101_02129	38	28	11	9	132	20	153	90	166	126	96
NC101_02130	368	76	42	121	297	53	726	450	788	414	156
NC101_02131	89	24	6	42	204	28	500	333	457	273	332
NC101_02132	30	13	0	16	48	8	176	83	117	91	168
NC101_02133	52	9	3	16	52	13	180	85	133	103	185
NC101_02134	11	4	4	6	22	2	67	41	42	43	52
NC101_02135	21	6	2	9	42	3	101	78	45	74	52
NC101_02136	10	11	3	25	78	9	103	63	75	77	76
NC101_02137	108	47	12	107	387	68	499	297	379	456	422
NC101_02138	9	4	0	0	28	3	55	27	35	36	48
NC101_02139	12	0	3	4	58	4	162	97	41	90	266
NC101_02140	0	2	0	0	17	0	35	27	15	23	51
NC101_02141	0	0	2	1	13	4	44	35	33	28	74
NC101_02142	36	11	4	16	75	32	216	125	146	139	257
NC101_02143	6	0	0	3	26	2	76	23	32	72	65
NC101_02144	0	0	0	0	34	7	93	58	62	87	107
NC101_02145	8	4	0	0	10	0	61	42	27	47	40
NC101_02146	6	2	0	0	18	2	90	37	52	82	74
NC101_02147	31	4	4	21	96	9	273	142	214	241	128
NC101_02148	35	16	2	26	125	10	147	65	182	141	129
NC101_02149	72	10	2	22	88	19	119	99	286	160	49
NC101_02150	53	11	5	8	51	8	99	53	215	143	15
NC101_02151	185	31	17	52	201	45	227	174	679	432	66
NC101_02152	8	8	0	13	56	10	40	15	38	20	10
NC101_02153	138	24	6	32	166	25	121	72	134	184	67
NC101_02154	61	8	5	18	100	11	73	74	92	119	45
NC101_02155	42	38	1	29	102	10	100	90	126	178	48
NC101_02156	23	5	0	20	31	15	37	31	59	57	44
NC101_02157	5	0	0	2	2	0	0	4	3	5	6
NC101_02158	10	2	0	0	5	2	0	4	6	1	14
NC101_02159	1	2	0	0	2	1	2	3	1	0	10
NC101_02160	1	0	0	0	9	4	6	3	2	13	24
NC101_02161	2	4	0	4	10	6	6	9	12	13	19
NC101_02162	8	5	2	0	18	2	26	22	19	29	31
NC101_02163	4	2	0	1	2	4	7	1	3	8	8
NC101_02164	0	0	0	6	10	0	6	0	4	8	14
NC101_02165	30	11	4	8	74	3	34	36	67	51	107
NC101_02166	0	0	0	0	0	0	0	0	0	0	0
NC101_02167	135	15	3	28	274	31	119	61	97	149	32
NC101_02168	26	15	0	19	114	19	81	48	93	105	76
NC101_02169	30	11	3	16	63	8	46	27	54	52	26
NC101_02170	16	0	4	4	10	0	3	6	4	0	10
NC101_02171	0	0	0	0	2	0	1	2	2	3	8
NC101_02172	2	0	0	0	1	0	1	0	0	0	1
NC101_02173	0	0	0	0	7	0	0	5	5	10	12
NC101_02174	3	4	0	0	13	0	17	10	16	14	29
NC101_02175	4	4	0	2	3	1	5	6	4	5	21
NC101_02176	4	0	0	4	4	3	6	7	2	9	11
NC101_02177	11	4	2	9	24	7	21	14	18	15	50
NC101_02178	19	0	8	12	69	36	31	6	73	66	97
NC101_02179	23	4	0	4	122	12	270	25	66	276	137
NC101_02180	21	0	1	10	126	18	226	39	108	247	158
NC101_02181	16	3	0	10	199	18	352	58	135	378	194
NC101_02182	16	2	0	4	113	17	196	38	69	188	93
NC101_02183	23	6	0	5	195	15	416	81	106	401	439
NC101_02184	21	0	4	9	198	19	180	39	65	181	528
NC101_02185	45	6	9	25	432	38	338	70	86	473	667
